category,dataset,dataset_exp_name,csv_dataset,seed,model,model_label,accuracy,chance_level,source_csv
Type-V,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,0,bendr,BENDR,0.2499631395,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_arousal,DEAP_arousal,DEAP_arousal_wsn,0,brainomni,BrainOmni,0.5070855969,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_arousal,DEAP_arousal,DEAP_arousal_wsn,0,labram,LaBraM,0.4941180558,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_arousal,DEAP_arousal,DEAP_arousal_wsn,0,biot,BIOT,0.4751618603,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_arousal,DEAP_arousal,DEAP_arousal_wsn,0,femba,FEMBA,0.495013007,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_arousal,DEAP_arousal,DEAP_arousal_wsn,0,neurolm,NeuroLM,0.493088507,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_arousal,DEAP_arousal,DEAP_arousal_wsn,0,cbramod,CBraMod,0.5130941783,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_arousal,DEAP_arousal,DEAP_arousal_wsn,0,neurogpt,NeuroGPT,0.4902834017,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_arousal,DEAP_arousal,DEAP_arousal_wsn,0,reve,REVE,0.4892000139,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_arousal,DEAP_arousal,DEAP_arousal_wsn,0,eegmamba,EEGMamba,0.4995982039,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_arousal,DEAP_arousal,DEAP_arousal_wsn,0,bendr,BENDR,0.4977834158,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_valence,DEAP_valence,DEAP_valence_wsn,0,brainomni,BrainOmni,0.5270627604,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_valence,DEAP_valence,DEAP_valence_wsn,0,labram,LaBraM,0.5008169075,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_valence,DEAP_valence,DEAP_valence_wsn,0,biot,BIOT,0.5136537378,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_valence,DEAP_valence,DEAP_valence_wsn,0,femba,FEMBA,0.5132047323,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_valence,DEAP_valence,DEAP_valence_wsn,0,neurolm,NeuroLM,0.5036615134,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_valence,DEAP_valence,DEAP_valence_wsn,0,cbramod,CBraMod,0.4999511535,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_valence,DEAP_valence,DEAP_valence_wsn,0,neurogpt,NeuroGPT,0.5012181345,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_valence,DEAP_valence,DEAP_valence_wsn,0,reve,REVE,0.5060025116,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_valence,DEAP_valence,DEAP_valence_wsn,0,eegmamba,EEGMamba,0.5173506916,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,DEAP_valence,DEAP_valence,DEAP_valence_wsn,0,bendr,BENDR,0.5028336238,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,DUAL_FREQ_SSVEP,DUAL_FREQ_SSVEP_wsn,DUAL_FREQ_SSVEP_wsn,0,brainomni,BrainOmni,0.05625,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,DUAL_FREQ_SSVEP,DUAL_FREQ_SSVEP_wsn,DUAL_FREQ_SSVEP_wsn,0,labram,LaBraM,0.0276041667,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,DUAL_FREQ_SSVEP,DUAL_FREQ_SSVEP_wsn,DUAL_FREQ_SSVEP_wsn,0,biot,BIOT,0.0359375,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,DUAL_FREQ_SSVEP,DUAL_FREQ_SSVEP_wsn,DUAL_FREQ_SSVEP_wsn,0,femba,FEMBA,0.0380208333,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,DUAL_FREQ_SSVEP,DUAL_FREQ_SSVEP_wsn,DUAL_FREQ_SSVEP_wsn,0,neurolm,NeuroLM,0.03125,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,DUAL_FREQ_SSVEP,DUAL_FREQ_SSVEP_wsn,DUAL_FREQ_SSVEP_wsn,0,cbramod,CBraMod,0.0302083333,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,DUAL_FREQ_SSVEP,DUAL_FREQ_SSVEP_wsn,DUAL_FREQ_SSVEP_wsn,0,neurogpt,NeuroGPT,0.0244791667,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,DUAL_FREQ_SSVEP,DUAL_FREQ_SSVEP_wsn,DUAL_FREQ_SSVEP_wsn,0,reve,REVE,0.0338541667,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,DUAL_FREQ_SSVEP,DUAL_FREQ_SSVEP_wsn,DUAL_FREQ_SSVEP_wsn,0,eegmamba,EEGMamba,0.0364583333,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,DUAL_FREQ_SSVEP,DUAL_FREQ_SSVEP_wsn,DUAL_FREQ_SSVEP_wsn,0,bendr,BENDR,0.028125,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,Depression_rest,Depression_rest,Depression_rest_wsn,0,brainomni,BrainOmni,0.5003663051,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,Depression_rest,Depression_rest,Depression_rest_wsn,0,labram,LaBraM,0.5001933251,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,Depression_rest,Depression_rest,Depression_rest_wsn,0,biot,BIOT,0.4982908372,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,Depression_rest,Depression_rest,Depression_rest_wsn,0,femba,FEMBA,0.5193399261,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,Depression_rest,Depression_rest,Depression_rest_wsn,0,neurolm,NeuroLM,0.501085162,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,Depression_rest,Depression_rest,Depression_rest_wsn,0,cbramod,CBraMod,0.5,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,Depression_rest,Depression_rest,Depression_rest_wsn,0,neurogpt,NeuroGPT,0.5064696045,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,Depression_rest,Depression_rest,Depression_rest_wsn,0,reve,REVE,0.499887064,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,Depression_rest,Depression_rest,Depression_rest_wsn,0,eegmamba,EEGMamba,0.494843169,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,Depression_rest,Depression_rest,Depression_rest_wsn,0,bendr,BENDR,0.5,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEGMAT,EEGMAT,EEGMAT,0,brainomni,BrainOmni,0.4845679012,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEGMAT,EEGMAT,EEGMAT,0,labram,LaBraM,0.4953703704,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEGMAT,EEGMAT,EEGMAT,0,biot,BIOT,0.5494110318,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEGMAT,EEGMAT,EEGMAT,0,femba,FEMBA,0.6018660097,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEGMAT,EEGMAT,EEGMAT,0,neurolm,NeuroLM,0.6160380564,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEGMAT,EEGMAT,EEGMAT,0,cbramod,CBraMod,0.5,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEGMAT,EEGMAT,EEGMAT,0,neurogpt,NeuroGPT,0.5217040435,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEGMAT,EEGMAT,EEGMAT,0,reve,REVE,0.4985134217,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEGMAT,EEGMAT,EEGMAT,0,eegmamba,EEGMamba,0.5030864198,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEGMAT,EEGMAT,EEGMAT,0,bendr,BENDR,0.4984567901,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,EEG_Mortality_PD,EEG_Mortality_PD,EEG_Mortality_PD_wsn,0,brainomni,BrainOmni,0.5,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,EEG_Mortality_PD,EEG_Mortality_PD,EEG_Mortality_PD_wsn,0,labram,LaBraM,0.5,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,EEG_Mortality_PD,EEG_Mortality_PD,EEG_Mortality_PD_wsn,0,biot,BIOT,0.5788793964,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,EEG_Mortality_PD,EEG_Mortality_PD,EEG_Mortality_PD_wsn,0,femba,FEMBA,0.502025467,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,EEG_Mortality_PD,EEG_Mortality_PD,EEG_Mortality_PD_wsn,0,neurolm,NeuroLM,0.5273554184,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,EEG_Mortality_PD,EEG_Mortality_PD,EEG_Mortality_PD_wsn,0,cbramod,CBraMod,0.5,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,EEG_Mortality_PD,EEG_Mortality_PD,EEG_Mortality_PD_wsn,0,neurogpt,NeuroGPT,0.5,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,EEG_Mortality_PD,EEG_Mortality_PD,EEG_Mortality_PD_wsn,0,reve,REVE,0.5010684803,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,EEG_Mortality_PD,EEG_Mortality_PD,EEG_Mortality_PD_wsn,0,eegmamba,EEGMamba,0.5024737642,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-II,EEG_Mortality_PD,EEG_Mortality_PD,EEG_Mortality_PD_wsn,0,bendr,BENDR,0.4979489824,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEG_SVRec,EEG_SVRec,EEG_SVRec,0,brainomni,BrainOmni,0.5007452565,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEG_SVRec,EEG_SVRec,EEG_SVRec,0,labram,LaBraM,0.507798909,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEG_SVRec,EEG_SVRec,EEG_SVRec,0,biot,BIOT,0.4996258455,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEG_SVRec,EEG_SVRec,EEG_SVRec,0,femba,FEMBA,0.5050250504,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEG_SVRec,EEG_SVRec,EEG_SVRec,0,neurolm,NeuroLM,0.4974696209,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEG_SVRec,EEG_SVRec,EEG_SVRec,0,cbramod,CBraMod,0.4992063201,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEG_SVRec,EEG_SVRec,EEG_SVRec,0,neurogpt,NeuroGPT,0.5049037833,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEG_SVRec,EEG_SVRec,EEG_SVRec,0,reve,REVE,0.5010153502,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEG_SVRec,EEG_SVRec,EEG_SVRec,0,eegmamba,EEGMamba,0.5041734962,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,EEG_SVRec,EEG_SVRec,EEG_SVRec,0,bendr,BENDR,0.5008192813,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,ExoEEG_WalkStop,ExoEEG_WalkStop,ExoEEG_WalkStop,0,brainomni,BrainOmni,0.5261511953,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,ExoEEG_WalkStop,ExoEEG_WalkStop,ExoEEG_WalkStop,0,labram,LaBraM,0.5023091622,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,ExoEEG_WalkStop,ExoEEG_WalkStop,ExoEEG_WalkStop,0,biot,BIOT,0.5134444989,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,ExoEEG_WalkStop,ExoEEG_WalkStop,ExoEEG_WalkStop,0,femba,FEMBA,0.5443281808,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,ExoEEG_WalkStop,ExoEEG_WalkStop,ExoEEG_WalkStop,0,neurolm,NeuroLM,0.5259447227,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,ExoEEG_WalkStop,ExoEEG_WalkStop,ExoEEG_WalkStop,0,cbramod,CBraMod,0.5001395553,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,ExoEEG_WalkStop,ExoEEG_WalkStop,ExoEEG_WalkStop,0,neurogpt,NeuroGPT,0.5170341183,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,ExoEEG_WalkStop,ExoEEG_WalkStop,ExoEEG_WalkStop,0,reve,REVE,0.5088276924,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,ExoEEG_WalkStop,ExoEEG_WalkStop,ExoEEG_WalkStop,0,eegmamba,EEGMamba,0.4970815578,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,ExoEEG_WalkStop,ExoEEG_WalkStop,ExoEEG_WalkStop,0,bendr,BENDR,0.5048075374,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,FACED_new,FACED_new,FACED_new,0,brainomni,BrainOmni,0.1959480848,,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,FACED_new,FACED_new,FACED_new,0,labram,LaBraM,0.1543209877,,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,FACED_new,FACED_new,FACED_new,0,biot,BIOT,0.1589901868,,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,FACED_new,FACED_new,FACED_new,0,femba,FEMBA,0.1617600506,,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,FACED_new,FACED_new,FACED_new,0,neurolm,NeuroLM,0.1657169991,,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,FACED_new,FACED_new,FACED_new,0,cbramod,CBraMod,0.4953308009,,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,FACED_new,FACED_new,FACED_new,0,neurogpt,NeuroGPT,0.1522633745,,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,FACED_new,FACED_new,FACED_new,0,reve,REVE,0.2215099715,,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,FACED_new,FACED_new,FACED_new,0,eegmamba,EEGMamba,0.1516302627,,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,FACED_new,FACED_new,FACED_new,0,bendr,BENDR,0.1111111111,,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HBN_EEG,HBN_EEG,HBN_EEG,0,brainomni,BrainOmni,0.1534776246,0.07692307692307693,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HBN_EEG,HBN_EEG,HBN_EEG,0,labram,LaBraM,0.125335891,0.07692307692307693,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HBN_EEG,HBN_EEG,HBN_EEG,0,biot,BIOT,0.1289014282,0.07692307692307693,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HBN_EEG,HBN_EEG,HBN_EEG,0,femba,FEMBA,0.1162869574,0.07692307692307693,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HBN_EEG,HBN_EEG,HBN_EEG,0,neurolm,NeuroLM,0.0897364175,0.07692307692307693,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HBN_EEG,HBN_EEG,HBN_EEG,0,cbramod,CBraMod,0.1103088327,0.07692307692307693,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HBN_EEG,HBN_EEG,HBN_EEG,0,neurogpt,NeuroGPT,0.0974418263,0.07692307692307693,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HBN_EEG,HBN_EEG,HBN_EEG,0,reve,REVE,0.0904758043,0.07692307692307693,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HBN_EEG,HBN_EEG,HBN_EEG,0,eegmamba,EEGMamba,0.1006398709,0.07692307692307693,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HBN_EEG,HBN_EEG,HBN_EEG,0,bendr,BENDR,0.0803835056,0.07692307692307693,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-I,HFO,HFO,HFO,0,brainomni,BrainOmni,0.5564574922,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-I,HFO,HFO,HFO,0,labram,LaBraM,0.5350701175,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-I,HFO,HFO,HFO,0,biot,BIOT,0.5806066093,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-I,HFO,HFO,HFO,0,femba,FEMBA,0.5234025488,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-I,HFO,HFO,HFO,0,neurolm,NeuroLM,0.5430686724,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-I,HFO,HFO,HFO,0,cbramod,CBraMod,0.5766793022,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-I,HFO,HFO,HFO,0,neurogpt,NeuroGPT,0.5424831628,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-I,HFO,HFO,HFO,0,reve,REVE,0.5079511864,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-I,HFO,HFO,HFO,0,eegmamba,EEGMamba,0.5771836937,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-I,HFO,HFO,HFO,0,bendr,BENDR,0.5044479031,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HMC,HMC,HMC,0,brainomni,BrainOmni,0.6600885269,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HMC,HMC,HMC,0,labram,LaBraM,0.6316500629,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HMC,HMC,HMC,0,biot,BIOT,0.5711706951,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HMC,HMC,HMC,0,femba,FEMBA,0.6204304176,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HMC,HMC,HMC,0,neurolm,NeuroLM,0.6499519312,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HMC,HMC,HMC,0,cbramod,CBraMod,0.4866075319,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HMC,HMC,HMC,0,neurogpt,NeuroGPT,0.5756857428,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HMC,HMC,HMC,0,reve,REVE,0.6285144515,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HMC,HMC,HMC,0,eegmamba,EEGMamba,0.5540451646,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,HMC,HMC,HMC,0,bendr,BENDR,0.2025510233,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,ISRUC_S1,ISRUC_S1,ISRUC_S1,0,brainomni,BrainOmni,0.5956566413,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,ISRUC_S1,ISRUC_S1,ISRUC_S1,0,labram,LaBraM,0.560227718,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,ISRUC_S1,ISRUC_S1,ISRUC_S1,0,biot,BIOT,0.5538524616,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,ISRUC_S1,ISRUC_S1,ISRUC_S1,0,femba,FEMBA,0.5884396384,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,ISRUC_S1,ISRUC_S1,ISRUC_S1,0,neurolm,NeuroLM,0.6146482279,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,ISRUC_S1,ISRUC_S1,ISRUC_S1,0,cbramod,CBraMod,0.4814793922,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,ISRUC_S1,ISRUC_S1,ISRUC_S1,0,neurogpt,NeuroGPT,0.5474852612,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-III,ISRUC_S1,ISRUC_S1,ISRUC_S1,0,reve,REVE,0.5632939578,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
