category,dataset,model,mean_accuracy,n_seed,chance_level
Type-VI,BCIC2A,femba,0.25636574074074076,3,0.25
Type-VI,BCIC2A,labram,0.2673611111111111,3,0.25
Type-VI,BCIC2A,neurogpt,0.2829861111111111,3,0.25
Type-VI,BCIC2A,neurolm,0.2980324074074074,3,0.25
Type-VI,BCIC2A,reve,0.28877314814814814,3,0.25
Type-VI,BCIC4_1,bendr,0.5,3,0.5
Type-VI,BCIC4_1,biot,0.505,3,0.5
Type-VI,BCIC4_1,brainomni,0.5033333333333333,3,0.5
Type-VI,BCIC4_1,cbramod,0.5516666666666666,3,0.5
Type-VI,BCIC4_1,eegmamba,0.5083333333333333,3,0.5
Type-VI,BCIC4_1,femba,0.5066666666666667,3,0.5
Type-VI,BCIC4_1,labram,0.5133333333333333,3,0.5
Type-VI,BCIC4_1,neurogpt,0.4633333333333333,3,0.5
Type-VI,BCIC4_1,neurolm,0.5066666666666667,3,0.5
Type-VI,BCIC4_1,reve,0.525,3,0.5
Type-VI,BCI_Speech,bendr,0.20000000000000004,3,0.2
Type-VI,BCI_Speech,biot,0.20433333333333334,3,0.2
Type-VI,BCI_Speech,brainomni,0.22533333333333339,3,0.2
Type-VI,BCI_Speech,cbramod,0.289,3,0.2
Type-VI,BCI_Speech,eegmamba,0.19733333333333333,3,0.2
Type-VI,BCI_Speech,femba,0.20966666666666667,3,0.2
Type-VI,BCI_Speech,labram,0.20333333333333334,3,0.2
Type-VI,BCI_Speech,neurogpt,0.21166666666666667,3,0.2
Type-VI,BCI_Speech,neurolm,0.211,3,0.2
Type-VI,BCI_Speech,reve,0.22333333333333336,3,0.2
Type-VI,BETA_SSVEP,bendr,0.025000000000000005,3,0.025
Type-VI,BETA_SSVEP,biot,0.030654761904761903,3,0.025
Type-VI,BETA_SSVEP,brainomni,0.0375,3,0.025
Type-VI,BETA_SSVEP,cbramod,0.10297619047619049,3,0.025
Type-VI,BETA_SSVEP,eegmamba,0.028273809523809524,3,0.025
Type-VI,BETA_SSVEP,femba,0.039880952380952385,3,0.025
Type-VI,BETA_SSVEP,labram,0.03214285714285714,3,0.025
Type-VI,BETA_SSVEP,neurogpt,0.029761904761904764,3,0.025
Type-VI,BETA_SSVEP,neurolm,0.03273809523809524,3,0.025
Type-VI,BETA_SSVEP,reve,0.0431547619047619,3,0.025
Type-VI,BenchmarkSSVEP,bendr,0.025000000000000005,3,0.025
Type-VI,BenchmarkSSVEP,biot,0.06481481481481481,3,0.025
Type-VI,BenchmarkSSVEP,brainomni,0.07777777777777778,3,0.025
Type-VI,BenchmarkSSVEP,cbramod,0.42546296296296293,3,0.025
Type-VI,BenchmarkSSVEP,eegmamba,0.03333333333333333,3,0.025
Type-VI,BenchmarkSSVEP,femba,0.05092592592592592,3,0.025
Type-VI,BenchmarkSSVEP,labram,0.03287037037037037,3,0.025
Type-VI,BenchmarkSSVEP,neurogpt,0.026388888888888892,3,0.025
Type-VI,BenchmarkSSVEP,neurolm,0.032407407407407406,3,0.025
Type-VI,BenchmarkSSVEP,reve,0.05648148148148149,3,0.025
Type-VI,DUAL_FREQ_SSVEP,bendr,0.025000000000000005,3,0.025
Type-VI,DUAL_FREQ_SSVEP,biot,0.02291666666666667,3,0.025
Type-VI,DUAL_FREQ_SSVEP,brainomni,0.049999999999999996,3,0.025
Type-VI,DUAL_FREQ_SSVEP,cbramod,0.07916666666666666,3,0.025
Type-VI,DUAL_FREQ_SSVEP,eegmamba,0.03229166666666667,3,0.025
Type-VI,DUAL_FREQ_SSVEP,femba,0.029687500000000002,3,0.025
Type-VI,DUAL_FREQ_SSVEP,labram,0.027604166666666666,3,0.025
Type-VI,DUAL_FREQ_SSVEP,neurogpt,0.0328125,3,0.025
Type-VI,DUAL_FREQ_SSVEP,neurolm,0.0265625,3,0.025
Type-VI,DUAL_FREQ_SSVEP,reve,0.034895833333333334,3,0.025
Type-VI,ExoEEG_WalkStop,bendr,0.5,3,0.5
Type-VI,ExoEEG_WalkStop,biot,0.4876569802964675,3,0.5
Type-VI,ExoEEG_WalkStop,brainomni,0.523313018808448,3,0.5
Type-VI,ExoEEG_WalkStop,cbramod,0.5134045703789321,3,0.5
Type-VI,ExoEEG_WalkStop,eegmamba,0.5061293630501363,3,0.5
Type-VI,ExoEEG_WalkStop,femba,0.5020404422495418,3,0.5
Type-VI,ExoEEG_WalkStop,labram,0.4919480150529851,3,0.5
Type-VI,ExoEEG_WalkStop,neurogpt,0.5220487509680533,3,0.5
Type-VI,ExoEEG_WalkStop,neurolm,0.5319198782685176,3,0.5
Type-VI,ExoEEG_WalkStop,reve,0.479939620717702,3,0.5
Type-VI,Monitering-Errp,bendr,0.5,3,0.5
Type-VI,Monitering-Errp,biot,0.4976289053323937,3,0.5
Type-VI,Monitering-Errp,brainomni,0.492879375146817,3,0.5
Type-VI,Monitering-Errp,cbramod,0.5293340380549683,3,0.5
Type-VI,Monitering-Errp,eegmamba,0.5103285764622975,3,0.5
Type-VI,Monitering-Errp,femba,0.4925784002818887,3,0.5
Type-VI,Monitering-Errp,labram,0.5086254991778247,3,0.5
Type-VI,Monitering-Errp,neurogpt,0.49282798919426823,3,0.5
Type-VI,Monitering-Errp,neurolm,0.49341525722339674,3,0.5
Type-VI,Monitering-Errp,reve,0.49696822879962416,3,0.5
Type-VI,Physionet_MI,bendr,0.25,3,0.25
Type-VI,Physionet_MI,biot,0.25581170078581067,3,0.25
Type-VI,Physionet_MI,brainomni,0.3066299363462029,3,0.25
Type-VI,Physionet_MI,cbramod,0.49890037822259875,3,0.25
Type-VI,Physionet_MI,eegmamba,0.266130162605856,3,0.25
Type-VI,Physionet_MI,femba,0.2932210370800033,3,0.25
Type-VI,Physionet_MI,labram,0.28025083664943945,3,0.25
Type-VI,Physionet_MI,neurogpt,0.3053734693363493,3,0.25
Type-VI,Physionet_MI,neurolm,0.31190805797425747,3,0.25
Type-VI,Physionet_MI,reve,0.35603276074335927,3,0.25
Type-VI,SHU_MI,bendr,0.5,3,0.5
Type-VI,SHU_MI,biot,0.5188273305374556,3,0.5
Type-VI,SHU_MI,brainomni,0.5156450116780643,3,0.5
Type-VI,SHU_MI,cbramod,0.5302281623615756,3,0.5
Type-VI,SHU_MI,eegmamba,0.4902450185472398,3,0.5
Type-VI,SHU_MI,femba,0.5108562280441736,3,0.5
Type-VI,SHU_MI,labram,0.5074354251610377,3,0.5
Type-VI,SHU_MI,neurogpt,0.5035475306562054,3,0.5
Type-VI,SHU_MI,neurolm,0.5067651212523246,3,0.5
Type-VI,SHU_MI,reve,0.5231207740494808,3,0.5
Type-VI,SSVEP,bendr,0.006250000000000001,3,0.00625
Type-VI,SSVEP,biot,0.006250000000000001,3,0.00625
Type-VI,SSVEP,brainomni,0.015833333333333335,3,0.00625
Type-VI,SSVEP,cbramod,0.028958333333333336,3,0.00625
Type-VI,SSVEP,eegmamba,0.010520833333333333,3,0.00625
Type-VI,SSVEP,femba,0.0078125,3,0.00625
Type-VI,SSVEP,labram,0.0067708333333333336,3,0.00625
Type-VI,SSVEP,neurogpt,0.008541666666666668,3,0.00625
Type-VI,SSVEP,neurolm,0.0128125,3,0.00625
Type-VI,SSVEP,reve,0.03229166666666667,3,0.00625
