category,dataset,dataset_exp_name,csv_dataset,seed,model,model_label,accuracy,chance_level,source_csv
Type-III,HMC,HMC,HMC,0,reve,REVE,0.4931217806,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,HMC,HMC,HMC,0,eegmamba,EEGMamba,0.5721012947,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,HMC,HMC,HMC,0,bendr,BENDR,0.2081926991,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-I,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn,0,brainomni,BrainOmni,0.72636819,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-I,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn,0,labram,LaBraM,0.6774376557,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-I,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn,0,biot,BIOT,0.7083932323,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-I,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn,0,femba,FEMBA,0.6811176585,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-I,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn,0,neurolm,NeuroLM,0.7403423306,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-I,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn,0,cbramod,CBraMod,0.6683743641,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-I,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn,0,neurogpt,NeuroGPT,0.698049211,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-I,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn,0,reve,REVE,0.6327979294,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-I,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn,0,eegmamba,EEGMamba,0.6405073878,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-I,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn,0,bendr,BENDR,0.5111931371,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Monitering-Errp,MonitoringErrP,MonitoringErrP,0,brainomni,BrainOmni,0.511751545,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Monitering-Errp,MonitoringErrP,MonitoringErrP,0,labram,LaBraM,0.4914963481,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Monitering-Errp,MonitoringErrP,MonitoringErrP,0,biot,BIOT,0.5000140286,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Monitering-Errp,MonitoringErrP,MonitoringErrP,0,femba,FEMBA,0.4943221834,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Monitering-Errp,MonitoringErrP,MonitoringErrP,0,neurolm,NeuroLM,0.5120413027,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Monitering-Errp,MonitoringErrP,MonitoringErrP,0,cbramod,CBraMod,0.5053724764,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Monitering-Errp,MonitoringErrP,MonitoringErrP,0,neurogpt,NeuroGPT,0.5032887544,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Monitering-Errp,MonitoringErrP,MonitoringErrP,0,reve,REVE,0.4933150461,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Monitering-Errp,MonitoringErrP,MonitoringErrP,0,eegmamba,EEGMamba,0.5099347493,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Monitering-Errp,MonitoringErrP,MonitoringErrP,0,bendr,BENDR,0.5091623792,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,PEARL_Neuro,PEARL_Neuro_wsn,PEARL_Neuro_wsn,0,brainomni,BrainOmni,0.4345750012,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,PEARL_Neuro,PEARL_Neuro_wsn,PEARL_Neuro_wsn,0,labram,LaBraM,0.4197205177,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,PEARL_Neuro,PEARL_Neuro_wsn,PEARL_Neuro_wsn,0,biot,BIOT,0.4212115127,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,PEARL_Neuro,PEARL_Neuro_wsn,PEARL_Neuro_wsn,0,femba,FEMBA,0.4366874664,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,PEARL_Neuro,PEARL_Neuro_wsn,PEARL_Neuro_wsn,0,neurolm,NeuroLM,0.4287005309,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,PEARL_Neuro,PEARL_Neuro_wsn,PEARL_Neuro_wsn,0,cbramod,CBraMod,0.3828669961,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,PEARL_Neuro,PEARL_Neuro_wsn,PEARL_Neuro_wsn,0,neurogpt,NeuroGPT,0.4166556808,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,PEARL_Neuro,PEARL_Neuro_wsn,PEARL_Neuro_wsn,0,reve,REVE,0.3682787871,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,PEARL_Neuro,PEARL_Neuro_wsn,PEARL_Neuro_wsn,0,eegmamba,EEGMamba,0.3729938784,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,PEARL_Neuro,PEARL_Neuro_wsn,PEARL_Neuro_wsn,0,bendr,BENDR,0.3351702262,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Physionet_MI,Physionet_MI_wsn,Physionet_MI_wsn,0,brainomni,BrainOmni,0.3449894016,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Physionet_MI,Physionet_MI_wsn,Physionet_MI_wsn,0,labram,LaBraM,0.2675527532,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Physionet_MI,Physionet_MI_wsn,Physionet_MI_wsn,0,biot,BIOT,0.2514784973,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Physionet_MI,Physionet_MI_wsn,Physionet_MI_wsn,0,femba,FEMBA,0.2569867673,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Physionet_MI,Physionet_MI_wsn,Physionet_MI_wsn,0,neurolm,NeuroLM,0.2837996762,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Physionet_MI,Physionet_MI_wsn,Physionet_MI_wsn,0,cbramod,CBraMod,0.2541645245,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Physionet_MI,Physionet_MI_wsn,Physionet_MI_wsn,0,neurogpt,NeuroGPT,0.277229614,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Physionet_MI,Physionet_MI_wsn,Physionet_MI_wsn,0,reve,REVE,0.2617761397,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Physionet_MI,Physionet_MI_wsn,Physionet_MI_wsn,0,eegmamba,EEGMamba,0.2649259221,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,Physionet_MI,Physionet_MI_wsn,Physionet_MI_wsn,0,bendr,BENDR,0.2766628735,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,RestCog,RestCog_wsn,RestCog_wsn,0,brainomni,BrainOmni,0.3497099084,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,RestCog,RestCog_wsn,RestCog_wsn,0,labram,LaBraM,0.3407371223,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,RestCog,RestCog_wsn,RestCog_wsn,0,biot,BIOT,0.367708934,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,RestCog,RestCog_wsn,RestCog_wsn,0,femba,FEMBA,0.3240432634,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,RestCog,RestCog_wsn,RestCog_wsn,0,neurolm,NeuroLM,0.3351710549,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,RestCog,RestCog_wsn,RestCog_wsn,0,cbramod,CBraMod,0.3050152429,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,RestCog,RestCog_wsn,RestCog_wsn,0,neurogpt,NeuroGPT,0.2922413794,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,RestCog,RestCog_wsn,RestCog_wsn,0,reve,REVE,0.2365271419,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,RestCog,RestCog_wsn,RestCog_wsn,0,eegmamba,EEGMamba,0.2342910084,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-III,RestCog,RestCog_wsn,RestCog_wsn,0,bendr,BENDR,0.2058219329,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED,SEED,SEED,0,brainomni,BrainOmni,0.5197948801,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED,SEED,SEED,0,labram,LaBraM,0.4784858431,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED,SEED,SEED,0,biot,BIOT,0.4774268876,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED,SEED,SEED,0,femba,FEMBA,0.4720588017,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED,SEED,SEED,0,neurolm,NeuroLM,0.5354755168,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED,SEED,SEED,0,cbramod,CBraMod,0.4270731617,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED,SEED,SEED,0,neurogpt,NeuroGPT,0.4274275829,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED,SEED,SEED,0,reve,REVE,0.3491494366,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED,SEED,SEED,0,eegmamba,EEGMamba,0.4314000242,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED,SEED,SEED,0,bendr,BENDR,0.3320549866,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_FRA,SEED_FRA_wsn,SEED_FRA,0,brainomni,BrainOmni,1.0,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_FRA,SEED_FRA_wsn,SEED_FRA,0,labram,LaBraM,1.0,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_FRA,SEED_FRA_wsn,SEED_FRA,0,biot,BIOT,1.0,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_FRA,SEED_FRA_wsn,SEED_FRA,0,femba,FEMBA,1.0,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_FRA,SEED_FRA_wsn,SEED_FRA,0,neurolm,NeuroLM,1.0,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_FRA,SEED_FRA_wsn,SEED_FRA,0,cbramod,CBraMod,1.0,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_FRA,SEED_FRA_wsn,SEED_FRA,0,neurogpt,NeuroGPT,1.0,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_FRA,SEED_FRA_wsn,SEED_FRA,0,reve,REVE,1.0,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_FRA,SEED_FRA_wsn,SEED_FRA,0,eegmamba,EEGMamba,1.0,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_FRA,SEED_FRA_wsn,SEED_FRA,0,bendr,BENDR,0.9967355822,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_VII,SEED_VII,SEED_VII,0,brainomni,BrainOmni,0.2054753143,0.14285714285714285,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_VII,SEED_VII,SEED_VII,0,labram,LaBraM,0.196309334,0.14285714285714285,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_VII,SEED_VII,SEED_VII,0,biot,BIOT,0.1647819251,0.14285714285714285,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_VII,SEED_VII,SEED_VII,0,femba,FEMBA,0.1903697377,0.14285714285714285,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_VII,SEED_VII,SEED_VII,0,neurolm,NeuroLM,0.1850046309,0.14285714285714285,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_VII,SEED_VII,SEED_VII,0,cbramod,CBraMod,0.182251644,0.14285714285714285,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_VII,SEED_VII,SEED_VII,0,neurogpt,NeuroGPT,0.1812050184,0.14285714285714285,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_VII,SEED_VII,SEED_VII,0,reve,REVE,0.1501901278,0.14285714285714285,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_VII,SEED_VII,SEED_VII,0,eegmamba,EEGMamba,0.1731637847,0.14285714285714285,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,SEED_VII,SEED_VII,SEED_VII,0,bendr,BENDR,0.1492422925,0.14285714285714285,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SHU_MI,SHU_MI,SHU_MI,0,brainomni,BrainOmni,0.5662176958,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SHU_MI,SHU_MI,SHU_MI,0,labram,LaBraM,0.4957929585,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SHU_MI,SHU_MI,SHU_MI,0,biot,BIOT,0.5206736445,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SHU_MI,SHU_MI,SHU_MI,0,femba,FEMBA,0.5248268763,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SHU_MI,SHU_MI,SHU_MI,0,neurolm,NeuroLM,0.5160594562,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SHU_MI,SHU_MI,SHU_MI,0,cbramod,CBraMod,0.5079021055,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SHU_MI,SHU_MI,SHU_MI,0,neurogpt,NeuroGPT,0.5010096968,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SHU_MI,SHU_MI,SHU_MI,0,reve,REVE,0.4832255466,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SHU_MI,SHU_MI,SHU_MI,0,eegmamba,EEGMamba,0.5091016872,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SHU_MI,SHU_MI,SHU_MI,0,bendr,BENDR,0.4920348635,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SSVEP,SSVEP_wsn,SSVEP_wsn,0,brainomni,BrainOmni,0.0196428571,0.00625,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SSVEP,SSVEP_wsn,SSVEP_wsn,0,labram,LaBraM,0.0071428571,0.00625,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SSVEP,SSVEP_wsn,SSVEP_wsn,0,biot,BIOT,0.00625,0.00625,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SSVEP,SSVEP_wsn,SSVEP_wsn,0,femba,FEMBA,0.0074404762,0.00625,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SSVEP,SSVEP_wsn,SSVEP_wsn,0,neurolm,NeuroLM,0.0258928571,0.00625,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SSVEP,SSVEP_wsn,SSVEP_wsn,0,cbramod,CBraMod,0.0068452381,0.00625,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SSVEP,SSVEP_wsn,SSVEP_wsn,0,neurogpt,NeuroGPT,0.0068452381,0.00625,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SSVEP,SSVEP_wsn,SSVEP_wsn,0,reve,REVE,0.005952381,0.00625,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SSVEP,SSVEP_wsn,SSVEP_wsn,0,eegmamba,EEGMamba,0.0116071429,0.00625,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-VI,SSVEP,SSVEP_wsn,SSVEP_wsn,0,bendr,BENDR,0.0116071429,0.00625,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,Workload,Workload,Workload,0,brainomni,BrainOmni,0.313913746,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,Workload,Workload,Workload,0,labram,LaBraM,0.3354958986,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,Workload,Workload,Workload,0,biot,BIOT,0.3012552821,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,Workload,Workload,Workload,0,femba,FEMBA,0.323701218,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,Workload,Workload,Workload,0,neurolm,NeuroLM,0.3564752672,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,Workload,Workload,Workload,0,cbramod,CBraMod,0.3333333333,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,Workload,Workload,Workload,0,neurogpt,NeuroGPT,0.2483221477,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,Workload,Workload,Workload,0,reve,REVE,0.3218120805,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,Workload,Workload,Workload,0,eegmamba,EEGMamba,0.3340790455,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
Type-IV,Workload,Workload,Workload,0,bendr,BENDR,0.3324944072,0.3333333333333333,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_within_subject_mean_var.csv
