category,category_label,dataset,dataset_exp_name,result_dir,seed,model,model_label,accuracy,chance_level,summary_path
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,42,neurolm,NeuroLM,0.8372168989547039,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,42,reve,REVE,0.9940911730545877,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,10,bendr,BENDR,0.5,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,10,biot,BIOT,0.9488748241912799,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,10,brainomni,BrainOmni,0.9757032348804501,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,10,cbramod,CBraMod,0.8924050632911392,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,10,eegmamba,EEGMamba,0.8648734177215189,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,10,femba,FEMBA,0.929113924050633,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,10,labram,LaBraM,0.8817862165963433,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,10,neurogpt,NeuroGPT,0.8788326300984529,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,10,neurolm,NeuroLM,0.8153656821378341,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,10,reve,REVE,0.9303797468354431,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,5,bendr,BENDR,0.5,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,5,biot,BIOT,0.9946127019089575,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,5,brainomni,BrainOmni,0.9780928781204112,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,5,cbramod,CBraMod,0.832525697503671,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,5,eegmamba,EEGMamba,0.8090033039647577,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,5,femba,FEMBA,0.961453744493392,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,5,labram,LaBraM,0.9816354625550661,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,5,neurogpt,NeuroGPT,0.6628120411160059,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,5,neurolm,NeuroLM,0.7813325991189428,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_cross_subject_linear_downsample,5,reve,REVE,0.9607103524229075,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,42,bendr,BENDR,0.2,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,42,biot,BIOT,0.5711571391895556,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,42,brainomni,BrainOmni,0.5768211594578322,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,42,cbramod,CBraMod,0.63281779003435,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,42,eegmamba,EEGMamba,0.43550466161482876,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,42,femba,FEMBA,0.584818626935823,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,42,labram,LaBraM,0.5154779779424763,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,42,neurogpt,NeuroGPT,0.5155969321889485,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,42,neurolm,NeuroLM,0.4436990312273121,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,42,reve,REVE,0.5443254180510311,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,10,bendr,BENDR,0.2,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,10,biot,BIOT,0.5659040352190666,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,10,brainomni,BrainOmni,0.5541087661375119,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,10,cbramod,CBraMod,0.6307031974241644,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,10,eegmamba,EEGMamba,0.5270283804985112,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,10,femba,FEMBA,0.5814590027133584,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,10,labram,LaBraM,0.5646049713045806,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,10,neurogpt,NeuroGPT,0.5498722777660554,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,10,neurolm,NeuroLM,0.6276376473039905,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,10,reve,REVE,0.668609686472365,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,5,bendr,BENDR,0.2,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,5,biot,BIOT,0.5336045526052395,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,5,brainomni,BrainOmni,0.6292955731195399,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,5,cbramod,CBraMod,0.6128012132298728,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,5,eegmamba,EEGMamba,0.5391115637648938,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,5,femba,FEMBA,0.6008219971153931,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,5,labram,LaBraM,0.5932921754547277,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,5,neurogpt,NeuroGPT,0.5803823941233759,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,5,neurolm,NeuroLM,0.6154249192843457,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
Type-III,Consciousness & State,ISRUC_S1,ISRUC_S1,ISRUC_S1_cross_subject_linear_downsample,5,reve,REVE,0.6740002803891206,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S1_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,42,bendr,BENDR,0.2,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,42,biot,BIOT,0.25861507503346426,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,42,brainomni,BrainOmni,0.29011865737810144,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,42,cbramod,CBraMod,0.21295205190786087,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,42,eegmamba,EEGMamba,0.20218255253893172,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,42,femba,FEMBA,0.23885721627703096,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,42,labram,LaBraM,0.20473632647545692,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,42,neurogpt,NeuroGPT,0.2760344189745473,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,42,neurolm,NeuroLM,0.21015810276679842,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,42,reve,REVE,0.2595684765855828,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,10,bendr,BENDR,0.2,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,10,biot,BIOT,0.23026316124676782,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,10,brainomni,BrainOmni,0.2682675790195391,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,10,cbramod,CBraMod,0.19768998444337002,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,10,eegmamba,EEGMamba,0.1870184021253159,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,10,femba,FEMBA,0.22506878367534106,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,10,labram,LaBraM,0.18797666893176515,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,10,neurogpt,NeuroGPT,0.25144221423622704,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,10,neurolm,NeuroLM,0.19592775166545656,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,10,reve,REVE,0.2703915795932902,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,5,bendr,BENDR,0.2,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,5,biot,BIOT,0.2626019363546092,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,5,brainomni,BrainOmni,0.2880091888787541,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,5,cbramod,CBraMod,0.20661497922367483,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,5,eegmamba,EEGMamba,0.20100768915095363,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,5,femba,FEMBA,0.26335388813293303,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,5,labram,LaBraM,0.17503513394817743,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,5,neurogpt,NeuroGPT,0.27127157589381395,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,5,neurolm,NeuroLM,0.21381642512077295,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
Type-III,Consciousness & State,ISRUC_S2,ISRUC_S2_wsn,ISRUC_S2_cross_subject_linear_downsample,5,reve,REVE,0.2176620694582206,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S2_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
Type-III,Consciousness & State,ISRUC_S3,ISRUC_S3_wsn,ISRUC_S3_cross_subject_linear_downsample,42,bendr,BENDR,0.2,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S3_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
Type-III,Consciousness & State,ISRUC_S3,ISRUC_S3_wsn,ISRUC_S3_cross_subject_linear_downsample,42,biot,BIOT,0.36888111776060606,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S3_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
Type-III,Consciousness & State,ISRUC_S3,ISRUC_S3_wsn,ISRUC_S3_cross_subject_linear_downsample,42,brainomni,BrainOmni,0.29907428580345063,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S3_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
Type-III,Consciousness & State,ISRUC_S3,ISRUC_S3_wsn,ISRUC_S3_cross_subject_linear_downsample,42,cbramod,CBraMod,0.2903107296312978,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S3_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
Type-III,Consciousness & State,ISRUC_S3,ISRUC_S3_wsn,ISRUC_S3_cross_subject_linear_downsample,42,eegmamba,EEGMamba,0.3098359322920623,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S3_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
Type-III,Consciousness & State,ISRUC_S3,ISRUC_S3_wsn,ISRUC_S3_cross_subject_linear_downsample,42,femba,FEMBA,0.32993804752760514,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S3_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
Type-III,Consciousness & State,ISRUC_S3,ISRUC_S3_wsn,ISRUC_S3_cross_subject_linear_downsample,42,labram,LaBraM,0.29619590104073945,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S3_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
Type-III,Consciousness & State,ISRUC_S3,ISRUC_S3_wsn,ISRUC_S3_cross_subject_linear_downsample,42,neurogpt,NeuroGPT,0.2463670677392144,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S3_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
Type-III,Consciousness & State,ISRUC_S3,ISRUC_S3_wsn,ISRUC_S3_cross_subject_linear_downsample,42,neurolm,NeuroLM,0.33350433550010744,0.2,/benchmark-eeg/5.0_version/result_5/linear_downsample/ISRUC_S3_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
