category,dataset,model,mean_accuracy,n_seed,chance_level
Type-VI,BCI_Speech,bendr,0.207,1,0.2
Type-VI,BCI_Speech,biot,0.2046666667,1,0.2
Type-VI,BCI_Speech,brainomni,0.2203333333,1,0.2
Type-VI,BCI_Speech,cbramod,0.2016666667,1,0.2
Type-VI,BCI_Speech,eegmamba,0.2073333333,1,0.2
Type-VI,BCI_Speech,femba,,1,0.2
Type-VI,BCI_Speech,labram,0.2143333333,1,0.2
Type-VI,BCI_Speech,neurogpt,,1,0.2
Type-VI,BCI_Speech,neurolm,0.2236666667,1,0.2
Type-VI,BCI_Speech,reve,0.2,1,0.2
Type-VI,BETA_SSVEP,bendr,0.0303571429,1,0.025
Type-VI,BETA_SSVEP,biot,0.0291666667,1,0.025
Type-VI,BETA_SSVEP,brainomni,0.0380952381,1,0.025
Type-VI,BETA_SSVEP,cbramod,0.0291666667,1,0.025
Type-VI,BETA_SSVEP,eegmamba,0.0285714286,1,0.025
Type-VI,BETA_SSVEP,femba,0.037202381,1,0.025
Type-VI,BETA_SSVEP,labram,0.0267857143,1,0.025
Type-VI,BETA_SSVEP,neurogpt,0.0273809524,1,0.025
Type-VI,BETA_SSVEP,neurolm,0.0294642857,1,0.025
Type-VI,BETA_SSVEP,reve,,1,0.025
Type-VI,BenchmarkSSVEP,bendr,0.025,1,0.025
Type-VI,BenchmarkSSVEP,biot,0.0648148148,1,0.025
Type-VI,BenchmarkSSVEP,brainomni,0.0777777778,1,0.025
Type-VI,BenchmarkSSVEP,cbramod,0.425462963,1,0.025
Type-VI,BenchmarkSSVEP,eegmamba,0.0333333333,1,0.025
Type-VI,BenchmarkSSVEP,femba,0.0509259259,1,0.025
Type-VI,BenchmarkSSVEP,labram,0.0328703704,1,0.025
Type-VI,BenchmarkSSVEP,neurogpt,0.0263888889,1,0.025
Type-VI,BenchmarkSSVEP,neurolm,0.0324074074,1,0.025
Type-VI,BenchmarkSSVEP,reve,0.0736111111,1,0.025
Type-VI,DUAL_FREQ_SSVEP,bendr,0.028125,1,0.025
Type-VI,DUAL_FREQ_SSVEP,biot,0.0359375,1,0.025
Type-VI,DUAL_FREQ_SSVEP,brainomni,0.05625,1,0.025
Type-VI,DUAL_FREQ_SSVEP,cbramod,0.0302083333,1,0.025
Type-VI,DUAL_FREQ_SSVEP,eegmamba,0.0364583333,1,0.025
Type-VI,DUAL_FREQ_SSVEP,femba,0.0380208333,1,0.025
Type-VI,DUAL_FREQ_SSVEP,labram,0.0276041667,1,0.025
Type-VI,DUAL_FREQ_SSVEP,neurogpt,,1,0.025
Type-VI,DUAL_FREQ_SSVEP,neurolm,0.03125,1,0.025
Type-VI,DUAL_FREQ_SSVEP,reve,0.0338541667,1,0.025
Type-VI,ExoEEG_WalkStop,bendr,0.5048075374,1,0.5
Type-VI,ExoEEG_WalkStop,biot,0.5134444989,1,0.5
Type-VI,ExoEEG_WalkStop,brainomni,0.5261511953,1,0.5
Type-VI,ExoEEG_WalkStop,cbramod,0.5001395553,1,0.5
Type-VI,ExoEEG_WalkStop,eegmamba,,1,0.5
Type-VI,ExoEEG_WalkStop,femba,0.5443281808,1,0.5
Type-VI,ExoEEG_WalkStop,labram,0.5023091622,1,0.5
Type-VI,ExoEEG_WalkStop,neurogpt,0.5170341183,1,0.5
Type-VI,ExoEEG_WalkStop,neurolm,0.5259447227,1,0.5
Type-VI,ExoEEG_WalkStop,reve,0.5088276924,1,0.5
Type-VI,Monitering-Errp,bendr,0.5004991778,1,0.5
Type-VI,Monitering-Errp,biot,0.5093742659,1,0.5
Type-VI,Monitering-Errp,brainomni,,1,0.5
Type-VI,Monitering-Errp,cbramod,,1,0.5
Type-VI,Monitering-Errp,eegmamba,0.5115471576,1,0.5
Type-VI,Monitering-Errp,femba,,1,0.5
Type-VI,Monitering-Errp,labram,,1,0.5
Type-VI,Monitering-Errp,neurogpt,,1,0.5
Type-VI,Monitering-Errp,neurolm,,1,0.5
Type-VI,Monitering-Errp,reve,,1,0.5
Type-VI,Physionet_MI,bendr,0.2529979722,1,0.25
Type-VI,Physionet_MI,biot,,1,0.25
Type-VI,Physionet_MI,brainomni,0.387929901,1,0.25
Type-VI,Physionet_MI,cbramod,0.2676270308,1,0.25
Type-VI,Physionet_MI,eegmamba,0.2788303598,1,0.25
Type-VI,Physionet_MI,femba,0.2932639362,1,0.25
Type-VI,Physionet_MI,labram,0.2790967198,1,0.25
Type-VI,Physionet_MI,neurogpt,0.268127284,1,0.25
Type-VI,Physionet_MI,neurolm,0.2961325236,1,0.25
Type-VI,Physionet_MI,reve,0.3071528582,1,0.25
Type-VI,SHU_MI,bendr,,1,0.5
Type-VI,SHU_MI,biot,0.5076932705,1,0.5
Type-VI,SHU_MI,brainomni,0.5202260225,1,0.5
Type-VI,SHU_MI,cbramod,0.5166848332,1,0.5
Type-VI,SHU_MI,eegmamba,,1,0.5
Type-VI,SHU_MI,femba,0.508221082,1,0.5
Type-VI,SHU_MI,labram,0.5144788464,1,0.5
Type-VI,SHU_MI,neurogpt,0.5145500518,1,0.5
Type-VI,SHU_MI,neurolm,0.5025801093,1,0.5
Type-VI,SHU_MI,reve,0.5007890353,1,0.5
Type-VI,SSVEP,bendr,0.0136458333,1,0.00625
Type-VI,SSVEP,biot,0.00625,1,0.00625
Type-VI,SSVEP,brainomni,0.0167708333,1,0.00625
Type-VI,SSVEP,cbramod,0.0073958333,1,0.00625
Type-VI,SSVEP,eegmamba,0.0103125,1,0.00625
Type-VI,SSVEP,femba,,1,0.00625
Type-VI,SSVEP,labram,0.0082291667,1,0.00625
Type-VI,SSVEP,neurogpt,,1,0.00625
Type-VI,SSVEP,neurolm,0.0308333333,1,0.00625
Type-VI,SSVEP,reve,0.0067708333,1,0.00625
